0,0
0.66412,1
0.88718,-0.33588
-0.36612,-1.8872
0.54114,-1.3661
0.84588,0.45886
0.94823,-0.15412
-0.34562,-1.9482
0.54803,1.3456
0.84819,0.45197
0.94901,0.15181
0.98287,0.050991
-0.33398,-1.9829
0.55194,-1.334
0.8495,0.44806
0.94945,0.1505
0.98302,0.05055
-0.33393,1.983
0.55195,-1.3339
0.84951,0.44805
0.94945,0.15049
0.98302,-0.050548
0.9943,0.016978
-0.33015,-1.9943
0.55322,1.3301
0.84994,0.44678
0.9496,-0.15006
0.98307,0.050404
0.99431,0.01693
-0.33014,1.9943
0.55323,-1.3301
0.84994,-0.44677
-0.37864,-1.8499
0.53694,1.3786
0.84446,0.46306
0.94776,0.15554
-0.34578,-1.9478
0.54797,-1.3458
0.84817,0.45203
0.949,0.15183
0.98287,-0.050997
-0.33398,-1.9829
-0.7763,0.66602
0.40337,1.7763
-0.52863,1.4034
-0.84167,-0.47137
-0.94682,-0.15833
0.34609,-1.9468
-0.54787,1.3461
-0.84814,0.45213
-0.94899,0.15186
-0.98287,-0.051009
-0.99425,0.017133
0.33016,-1.9942
-0.55322,-1.3302
-0.84993,0.44678
-0.94959,-0.15007
0.34516,-1.9496
-0.54818,1.3452
-0.84824,-0.45182
-0.94903,0.15176
-0.98288,0.050973
-0.99425,0.017121
-0.99807,-0.0057507
0.32888,1.9981
-0.55365,-1.3289
-0.85008,-0.44635
-0.94964,0.14992
0.34514,-1.9496
-0.54819,1.3451
-0.84824,0.45181
-0.94903,-0.15176
0.34535,1.949
-0.54812,-1.3454
-0.84822,-0.45188
-0.94902,0.15178
-0.98288,0.050981
0.33398,-1.9829
-0.55194,-1.334
-0.8495,-0.44806
