0,0
0.12184,1
0.22884,0.87816
0.079114,-1.2288
0.19132,-0.92089
0.28985,0.80868
0.37638,0.71015
0.20867,-1.3764
0.30509,0.79133
0.38976,0.69491
0.46411,0.61024
0.52941,0.53589
0.34306,-1.5294
0.4231,0.65694
0.49339,0.5769
0.55512,0.50661
0.60933,0.44488
0.41324,-1.6093
0.48473,0.58676
0.54751,0.51527
0.60265,0.45249
0.65106,0.39735
0.69358,0.34894
0.48723,-1.6936
0.5497,0.51277
0.60457,0.4503
0.65275,0.39543
0.69506,0.34725
0.73221,0.30494
0.52116,-1.7322
0.5795,0.47884
0.63074,0.4205
0.43204,-1.6307
0.50124,0.56796
0.56201,0.49876
0.61538,0.43799
0.41856,-1.6154
0.4894,0.58144
0.55161,0.5106
0.60625,0.44839
0.65422,0.39375
0.45267,-1.6542
0.27567,-1.4527
0.36393,0.72433
0.19774,-1.3639
0.051806,-1.1977
-0.076348,-1.0518
0.054796,-1.0763
-0.073723,-1.0548
-0.18658,0.92628
-0.28569,0.81342
-0.37272,0.71431
-0.44915,0.62728
-0.27258,-1.4492
-0.36121,0.72742
-0.43905,0.63879
-0.50739,0.56095
-0.32373,-1.5074
-0.40613,0.67627
-0.47849,0.59387
-0.54203,0.52151
-0.59783,0.45797
-0.64683,0.40217
-0.68986,0.35317
-0.48396,-1.6899
-0.54684,0.51604
-0.60205,0.45316
-0.65054,0.39795
-0.44943,-1.6505
-0.51652,0.55057
-0.57543,0.48348
-0.62716,0.42457
-0.4289,-1.6272
-0.49848,0.5711
-0.55959,0.50152
-0.61325,0.44041
-0.66037,0.38675
-0.45807,-1.6604
-0.5241,0.54193
-0.58208,0.4759
