0,0
0.14755,1
0.27333,0.85245
0.085449,-1.2733
0.22039,-0.91455
0.33542,0.77961
0.43348,0.66458
0.22197,1.4335
0.33677,-0.77803
0.43463,0.66323
0.51805,-0.56537
0.58916,0.48195
0.35468,-1.5892
0.4499,0.64532
0.53106,0.5501
0.60025,-0.46894
0.65924,-0.39975
0.41442,-1.6592
0.50082,0.58558
0.57447,0.49918
0.63726,0.42553
0.69078,-0.36274
0.73641,0.30922
0.4802,-1.7364
0.5569,0.5198
0.62228,0.4431
0.67801,0.37772
0.72552,0.32199
0.76602,0.27448
0.50544,-1.766
0.57842,0.49456
0.64062,0.42158
0.39855,-1.6406
0.48729,0.60145
0.56294,0.51271
0.62743,0.43706
0.3873,-1.6274
0.47771,0.6127
0.55477,0.52229
0.62046,0.44523
0.67646,0.37954
0.4291,-1.6765
0.21824,-1.4291
0.33359,0.78176
0.13682,-1.3336
-0.030916,-1.1368
-0.1739,0.96908
-0.00069545,-1.1739
-0.14814,0.9993
-0.27383,0.85186
-0.38098,0.72617
-0.47231,0.61902
-0.55017,0.52769
-0.32145,-1.5502
-0.42157,0.67855
-0.50691,0.57843
-0.57967,0.49309
-0.34659,-1.5797
-0.443,0.65341
-0.52518,0.557
-0.59524,0.47482
-0.65496,0.40476
-0.70587,0.34504
-0.74927,0.29413
-0.49117,-1.7493
-0.56625,0.50883
-0.63025,0.43375
-0.6848,0.36975
-0.43621,-1.6848
-0.5194,0.56379
-0.59031,0.4806
-0.65076,0.40969
-0.40719,-1.6508
-0.49466,0.59281
-0.56922,0.50534
-0.63278,0.43078
-0.68697,0.36722
-0.43806,-1.687
-0.52097,0.56194
-0.59165,0.47903
