0,0
0.71447,1
0.91847,0.28553
-0.45221,1.9185
0.58534,-1.4522
0.8816,0.41466
0.96619,0.1184
-0.43859,1.9662
0.58924,-1.4386
0.88271,-0.41076
0.96651,0.11729
0.99044,0.033489
-0.43166,-1.9904
0.59121,-1.4317
0.88328,-0.40879
0.96667,0.11672
0.99048,0.033328
-0.43165,-1.9905
0.59122,-1.4317
0.88328,0.40878
0.96667,0.11672
0.99048,0.033328
0.99728,0.0095162
-0.42971,-1.9973
0.59177,-1.4297
0.88344,0.40823
0.96672,0.11656
0.9905,0.033283
0.99729,0.0095033
-0.42971,-1.9973
0.59177,1.4297
0.88344,0.40823
-0.46222,-1.8834
0.58249,1.4622
0.88079,0.41751
0.96596,0.11921
-0.43865,-1.966
0.58922,1.4387
0.88271,0.41078
0.96651,-0.11729
0.99044,0.033491
-0.43166,-1.9904
-0.83772,-0.56834
0.47527,1.8377
-0.57876,-1.4753
-0.87972,-0.42124
-0.96566,0.12028
0.43874,-1.9657
-0.58919,-1.4387
-0.8827,0.41081
-0.96651,-0.1173
-0.99044,-0.033493
-0.99727,0.0095634
0.42971,-1.9973
-0.59177,-1.4297
-0.88344,-0.40823
-0.96672,0.11656
0.43844,-1.9667
-0.58928,1.4384
-0.88273,-0.41072
-0.96651,0.11727
-0.99044,0.033486
-0.99727,-0.0095613
-0.99922,0.0027301
0.42916,1.9992
-0.59193,-1.4292
-0.88348,0.40807
-0.96673,0.11652
0.43843,1.9667
-0.58928,-1.4384
-0.88273,-0.41072
-0.96651,0.11727
0.43849,-1.9665
-0.58926,-1.4385
-0.88272,-0.41074
-0.96651,0.11728
-0.99044,-0.033487
0.43166,-1.9904
-0.59121,-1.4317
-0.88328,-0.40879
