0,0
0.13758,1
0.25623,0.86242
0.083399,-1.2562
0.2095,0.9166
0.31826,0.7905
0.41205,0.68174
0.21778,-1.4121
0.3254,0.78222
0.41821,0.6746
0.49825,0.58179
0.56728,0.50175
0.35166,-1.5673
0.44086,0.64834
0.51778,0.55914
0.58412,0.48222
0.64134,0.41588
0.41553,-1.6413
0.49594,0.58447
0.56529,0.50406
0.62509,0.43471
0.67667,0.37491
0.72116,0.32333
0.48436,-1.7212
0.5553,0.51564
0.61648,0.4447
0.66925,0.38352
0.71475,0.33075
0.754,0.28525
0.51268,-1.754
0.57973,0.48732
0.63755,0.42027
0.41226,-1.6375
0.49312,0.58774
0.56285,0.50688
0.623,0.43715
0.39971,-1.623
0.48229,0.60029
0.55352,0.51771
0.61495,0.44648
0.66792,0.38505
0.43845,-1.6679
0.24055,-1.4385
0.34503,0.75945
0.15999,-1.345
0.00039702,-1.16
-0.13724,-1.0004
0.019223,-1.1372
-0.121,1.0192
-0.24193,0.879
-0.34623,0.75807
-0.43617,0.65377
-0.51374,0.56383
-0.30548,-1.5137
-0.40103,0.69452
-0.48344,0.59897
-0.55451,0.51656
-0.34064,-1.5545
-0.43135,0.65936
-0.50959,0.56865
-0.57706,0.49041
-0.63525,0.42294
-0.68543,0.36475
-0.72871,0.31457
-0.49087,-1.7287
-0.56092,0.50913
-0.62133,0.43908
-0.67342,0.37867
-0.4432,-1.6734
-0.5198,0.5568
-0.58587,0.4802
-0.64284,0.41413
-0.41682,-1.6428
-0.49705,0.58318
-0.56625,0.50295
-0.62592,0.43375
-0.67739,0.37408
-0.44662,-1.6774
-0.52275,0.55338
-0.58841,0.47725
