220947,1,1
220947,1,1
220947,1,-1
220947,2,-1
220947,1,1
220947,1,1
220947,1,-1
220947,1,1
220947,1,1
220947,1,1
220947,1,1
220947,2,1
220947,2,-1
220947,1,1
220947,1,1
220947,1,1
220947,1,-1
220947,1,1
220947,1,1
220947,1,1
220947,2,-1
220947,1,1
220947,1,-1
220947,1,1
220947,1,1
220947,1,1
220947,2,-1
220947,1,1
220947,1,-1
220947,1,1
220947,1,1
220947,1,-1
220947,1,1
220947,1,1
220947,1,1
220947,1,-1
220947,1,1
220947,1,1
220947,1,1
220947,2,-1
220947,1,-1
220947,1,-1
220947,2,-1
220947,1,-1
220947,1,-1
220947,1,-1
220947,2,-1
220947,1,-1
220947,1,-1
220947,2,1
220947,2,1
220947,2,1
220947,2,-1
220947,1,-1
220947,2,1
220947,2,1
220947,2,-1
220947,1,-1
220947,2,1
220947,2,1
220947,2,1
220947,2,1
220947,2,1
220947,2,-1
220947,1,-1
220947,2,1
220947,2,1
220947,2,-1
220947,2,1
220947,2,1
220947,2,1
220947,1,1
220947,2,1
220947,2,1
220947,2,1
220947,1,-1
220947,2,-1
220947,1,-1
220947,2,1
220947,2,1
