881023,1,1
881023,2,-1
881023,1,-1
881023,2,-1
881023,1,1
881023,1,1
881023,1,-1
881023,2,-1
881023,1,1
881023,2,-1
881023,2,-1
881023,1,-1
881023,1,1
881023,1,1
881023,2,-1
881023,2,-1
881023,2,1
881023,1,1
881023,2,-1
881023,2,-1
881023,1,1
881023,1,1
881023,2,1
881023,1,1
881023,1,1
881023,2,-1
881023,2,-1
881023,1,1
881023,1,-1
881023,1,1
881023,2,-1
881023,2,1
881023,2,-1
881023,1,1
881023,1,1
881023,2,1
881023,1,1
881023,1,1
881023,2,-1
881023,2,-1
881023,2,1
881023,2,1
881023,1,1
881023,2,1
881023,1,-1
881023,1,-1
881023,1,1
881023,1,-1
881023,1,-1
881023,1,-1
881023,2,1
881023,2,1
881023,1,1
881023,2,1
881023,2,1
881023,1,-1
881023,1,1
881023,2,1
881023,2,1
881023,2,1
881023,1,-1
881023,1,-1
881023,2,1
881023,1,1
881023,1,-1
881023,1,-1
881023,1,-1
881023,1,1
881023,2,1
881023,2,1
881023,2,1
881023,2,-1
881023,2,1
881023,1,-1
881023,1,-1
881023,1,-1
881023,1,1
881023,1,-1
881023,2,1
881023,2,1
