208510,1,1
208510,1,1
208510,1,-1
208510,1,1
208510,1,1
208510,1,1
208510,1,-1
208510,1,1
208510,1,1
208510,1,1
208510,1,1
208510,1,-1
208510,1,1
208510,1,1
208510,1,1
208510,1,1
208510,1,-1
208510,1,1
208510,1,1
208510,1,1
208510,1,1
208510,1,1
208510,1,-1
208510,1,1
208510,1,1
208510,1,1
208510,1,1
208510,1,1
208510,1,-1
208510,1,1
208510,1,1
208510,1,-1
208510,1,1
208510,1,1
208510,1,1
208510,2,1
208510,1,1
208510,1,1
208510,1,1
208510,1,1
208510,1,-1
208510,1,-1
208510,1,1
208510,2,1
208510,1,-1
208510,1,-1
208510,1,1
208510,1,-1
208510,1,-1
208510,1,-1
208510,1,-1
208510,2,1
208510,1,1
208510,1,-1
208510,1,-1
208510,2,1
208510,2,-1
208510,1,-1
208510,2,1
208510,2,1
208510,1,-1
208510,1,-1
208510,2,1
208510,1,1
208510,1,-1
208510,1,-1
208510,1,-1
208510,2,-1
208510,1,-1
208510,1,-1
208510,2,1
208510,2,-1
208510,1,-1
208510,2,1
208510,2,1
208510,2,1
208510,2,-1
208510,1,-1
208510,1,-1
208510,2,1
