23260,1,1
23260,1,1
23260,2,1
23260,2,0
23260,2,0
23260,1,1
23260,1,0
23260,2,0
23260,1,1
23260,1,1
23260,1,1
23260,1,0
23260,1,1
23260,1,1
23260,1,1
23260,1,1
23260,1,0
23260,2,0
23260,1,1
23260,1,1
23260,1,1
23260,1,1
23260,1,0
23260,1,1
23260,1,1
23260,1,1
23260,1,1
23260,1,1
23260,1,0
23260,2,0
23260,1,1
23260,1,0
23260,1,1
23260,1,1
23260,1,1
23260,1,0
23260,2,0
23260,1,1
23260,1,1
23260,1,1
23260,1,0
23260,1,0
23260,2,0
23260,1,0
23260,1,0
23260,2,1
23260,2,0
23260,1,0
23260,1,0
23260,1,0
23260,2,1
23260,2,1
23260,2,0
23260,2,1
23260,2,1
23260,2,1
23260,2,0
23260,1,0
23260,1,0
23260,2,1
23260,2,1
23260,2,1
23260,2,1
23260,2,0
23260,2,1
23260,2,1
23260,2,1
23260,1,1
23260,1,0
23260,1,0
23260,2,1
23260,2,0
23260,2,1
23260,2,1
23260,2,1
23260,1,0
23260,2,0
23260,1,0
23260,2,1
23260,2,1
24247,1,1
24247,1,1
24247,1,0
24247,1,1
24247,1,1
24247,1,1
24247,1,0
24247,2,0
24247,2,0
24247,2,0
24247,1,1
24247,2,1
24247,2,0
24247,2,0
24247,2,0
24247,2,0
24247,1,0
24247,1,1
24247,1,1
24247,1,1
24247,2,0
24247,1,1
24247,2,1
24247,1,1
24247,1,1
24247,2,0
24247,2,0
24247,1,1
24247,1,0
24247,1,1
24247,2,0
24247,2,1
24247,1,1
24247,2,0
24247,1,1
24247,1,0
24247,2,0
24247,2,0
24247,1,1
24247,2,0
24247,1,0
24247,1,0
24247,2,0
24247,2,1
24247,2,1
24247,1,0
24247,1,1
24247,2,1
24247,2,1
24247,2,1
24247,2,1
24247,2,1
24247,2,0
24247,2,1
24247,1,0
24247,2,1
24247,2,0
24247,2,1
24247,2,1
24247,2,1
24247,1,0
24247,1,0
24247,2,1
24247,1,1
24247,2,1
24247,2,1
24247,1,0
24247,2,0
24247,2,1
24247,1,0
24247,1,0
24247,2,0
24247,2,1
24247,1,0
24247,2,1
24247,1,0
24247,2,0
24247,2,1
24247,2,1
24247,2,1
29829,1,1
29829,1,1
29829,1,0
29829,2,0
29829,1,1
29829,1,1
29829,2,1
29829,2,0
29829,2,0
29829,1,1
29829,2,0
29829,2,1
29829,2,0
29829,1,1
29829,1,1
29829,1,1
29829,2,1
29829,2,0
29829,1,1
29829,1,1
29829,1,1
29829,1,1
29829,1,0
29829,2,0
29829,2,0
29829,1,1
29829,1,1
29829,2,0
29829,1,0
29829,2,0
29829,2,0
29829,1,0
29829,1,1
29829,1,1
29829,1,1
29829,1,0
29829,2,0
29829,1,1
29829,1,1
29829,1,1
29829,2,1
29829,2,1
29829,2,0
29829,1,0
29829,2,1
29829,2,1
29829,2,0
29829,2,1
29829,1,0
29829,2,1
29829,2,1
29829,2,1
29829,2,0
29829,2,1
29829,2,1
29829,1,0
29829,1,1
29829,1,0
29829,2,1
29829,2,1
29829,2,1
29829,2,1
29829,1,0
29829,2,0
29829,1,0
29829,2,1
29829,2,1
29829,2,0
29829,2,1
29829,2,1
29829,2,1
29829,2,0
29829,2,1
29829,2,1
29829,2,1
29829,1,0
29829,2,0
29829,1,0
29829,1,0
29829,1,0
35780,1,1
35780,2,0
35780,1,0
35780,2,0
35780,2,0
35780,1,1
35780,1,0
35780,1,1
35780,1,1
35780,2,0
35780,1,1
35780,1,0
35780,1,1
35780,2,0
35780,1,1
35780,1,1
35780,1,0
35780,1,1
35780,2,0
35780,2,0
35780,2,0
35780,1,1
35780,1,0
35780,1,1
35780,2,0
35780,2,0
35780,1,1
35780,1,1
35780,1,0
35780,2,0
35780,2,0
35780,1,0
35780,1,1
35780,1,1
35780,1,1
35780,1,0
35780,2,0
35780,1,1
35780,1,1
35780,2,0
35780,1,0
35780,1,0
35780,2,0
35780,2,1
35780,2,1
35780,1,0
35780,1,1
35780,1,0
35780,1,0
35780,2,1
35780,2,1
35780,1,0
35780,2,0
35780,1,0
35780,1,0
35780,1,0
35780,2,0
35780,2,1
35780,2,1
35780,1,0
35780,2,1
35780,2,1
35780,1,0
35780,1,1
35780,1,0
35780,1,0
35780,2,1
35780,1,1
35780,2,1
35780,1,0
35780,1,0
35780,1,1
35780,1,0
35780,1,0
35780,1,0
35780,2,1
35780,2,0
35780,1,0
35780,2,1
35780,1,0
36209,1,1
36209,1,1
36209,1,0
36209,1,1
36209,1,1
36209,1,1
36209,1,0
36209,1,1
36209,1,1
36209,1,1
36209,1,1
36209,1,0
36209,1,1
36209,1,1
36209,1,1
36209,1,1
36209,1,0
36209,1,1
36209,2,0
36209,1,1
36209,1,1
36209,1,1
36209,1,0
36209,1,1
36209,1,1
36209,1,1
36209,1,1
36209,1,1
36209,1,0
36209,1,1
