"ID"
23260
24247
29829
35780
36209
37542
46069
113960
115100
115250
115300
115440
202020
202200
202280
203260
203520
203800
204020
204060
204160
206270
206980
207030
207220
207350
207730
208430
208510
208550
208570
208810
209040
209060
209110
209140
209350
209470
209660
209850
210080
210100
210180
210290
210380
210390
210400
210430
210500
210500
210510
210590
210620
210630
210680
210700
210800
210810
210870
210880
210960
210960
211040
211050
211100
211150
211180
211190
211220
211240
211250
211250
211400
211460
211600
211670
211700
212010
212020
212020
212070
212120
212180
212260
212320
212380
212450
212480
212560
212590
212590
212790
212860
212860
212930
213160
213170
213230
213520
213650
213700
213760
213790
213870
214120
214230
214500
214540
214550
214580
214670
214710
214720
214990
215090
215130
215140
215210
215220
215300
215520
215540
215620
215640
215700
215760
215800
215840
215850
215900
215960
216010
216030
216030
216040
216110
216120
216130
216170
216240
216240
216370
216470
216510
216600
216610
216720
216770
216790
216810
216840
216880
217010
217050
217090
217140
217170
217280
217290
217490
217510
217630
217720
217910
217910
217990
218110
218220
218310
218320
218420
218460
218510
218570
218640
218710
218760
219040
219080
219140
219390
219470
219480
219570
219620
219660
219680
219680
219700
219730
219760
219770
219790
219890
219940
219950
219950
219960
220040
220060
220060
220070
220100
220100
220130
220150
220150
220180
220190
220240
220270
220300
220330
220360
220380
220400
220400
220410
220430
220440
220450
220480
220490
220500
220500
220500
220520
220530
220550
220570
220650
220680
220680
220740
220760
220770
220790
220800
220860
220890
220910
220910
220910
220930
220930
220940
220950
220960
220980
220990
221010
221020
221040
221040
221050
221080
221080
221100
221140
221140
221170
221170
221170
221180
221180
221190
221210
221230
221230
221230
221240
221240
221260
221260
221260
221270
221290
221290
221300
221300
221300
221320
221420
221600
881010
881010
881010
881010
881020
881020
881030
881040
881040
881060
881070
881080
881080
881090
881090
881100
881100
881100
881110
881130
881140
881150
881210
881220
881230
